AMZN,GE,GOOG,JPM,LIN,LLY,MSFT,NEE,PLD,WMT,XOM
1288943773752.2354,77330975545.89188,837038134675.3033,57159492607.132454,196682836055.97592,280802076158.0139,8578750769322.991,59192550426.376595,,96030458096.18538,37753261450.225555
1297906695446.3362,79012087661.02078,852731441382.4874,57754705092.792534,203101556054.21756,274152965276.80682,8628566302247.636,59676385501.41532,,95349890961.6021,37967812619.082756
1304484991969.8325,81339780582.18199,862553788238.015,58698183377.80986,207080247606.96902,275120811473.3153,8679323869205.348,61072061205.960365,,96171281113.67969,39632774171.7871
1320596352083.1372,80046613921.5052,871804500727.789,56969551147.721375,205376720116.19128,284153455226.8623,8776135524594.185,60447334923.71508,,96742321342.13852,39255151749.4624
1292062991958.0667,77589610897.47209,854707134884.423,55107917573.48948,201233075256.30765,282666007762.0593,8577340320577.349,60593535810.293564,,96828357197.39534,38599000623.253586
1298076667326.0425,74873972521.85878,838299332619.248,53208285940.631744,196496007539.38037,283042318566.0627,8447630338541.993,61175731249.22112,,96773626937.17851,36683042867.61985
1309550271091.691,73710131109.89032,842524023416.8949,55418190740.189575,197012600392.45514,285185059902.1391,8484287135620.364,61736661266.48982,,96546758580.75726,37006740449.929405
1321023958504.918,70994487685.66486,853122863985.5051,54392389658.446396,200683545095.97586,286715667841.4685,8607890625537.658,60572270388.634705,,98518062701.26512,36744294452.20228
1330058231583.5608,81081135133.37749,859801506224.5946,57273470505.10391,211300793609.71408,284428856032.52515,8690133096334.579,62592685727.510635,,99863567882.08696,39666332669.232506
1342704992639.013,80305239175.86113,853306109297.114,56146366588.21234,209102619614.21747,282160013310.0312,8629976007477.861,61276753128.83872,,97743635683.58255,38441525798.239105
1369352685399.8022,83020882600.0866,873954054499.5077,57830701210.04419,215411447808.1713,275731731523.3889,8749681989580.365,61885537020.88266,,98134751722.67496,39692584495.38342
1341285158639.9307,83796778557.60295,871518683544.9121,57096182404.64121,212861509773.6701,274201239140.88556,8644586828933.118,60851404639.40467,,97774903343.9421,38983941760.83645
1335880019406.2383,82891562399.99042,876252820956.4164,56652929597.6724,209784023496.6393,272184512523.60712,8648355708580.805,62167337238.076584,,97258612343.04031,39018933489.95885
1327646170007.177,87934878550.92851,880353136250.2709,60673789424.04455,212125133312.01962,266422444728.29916,8556930822386.581,62289615637.96265,,96890939936.46498,40165000941.11774
1321358381524.1433,94271361362.5434,880862582864.1282,64188086240.95665,212268033562.45706,262352995542.43045,8568240435391.309,64102664186.145874,,95811432734.94682,40453718838.268555
1316265665996.5056,87676258345.18474,880173019285.9371,63231949171.02228,219862715024.22372,271266153537.85077,8548918700255.298,66822243684.46351,,96757969397.82346,39403874627.54172
1338889575636.5305,84960630066.7957,887746274047.3512,61617262283.09321,222390653356.19955,275407594626.3432,8636104061543.01,67938780687.54339,,97047401525.97412,39780067832.84399
1354606286474.021,87417638139.44095,889548012481.1014,62434103885.22203,225556049519.716,274507262505.4493,8616311681148.174,68337064499.474815,,96969180214.88965,40488702538.08184
1355357274434.6526,91167797726.92656,894145355798.1144,62643063364.83638,227767935536.75427,277046219308.81464,8714336753697.205,68591003364.72557,,96953532159.20473,41389827885.38392
1358640943780.0027,95176577520.15594,892380967934.8628,66024375115.51109,235089248019.1216,274651332978.31622,8735544043930.185,69387579889.9788,,96585869236.2995,43078299255.176476
1348883119146.5078,100090593665.44644,877346225728.324,67398431144.674164,234724874611.4101,271374199170.19934,8620551949570.103,67331986256.25323,,95522010090.46628,42955828203.24808
1361162667331.9253,101901015883.44722,893629747288.1088,70431487947.92897,244354146185.22302,268673260585.93066,8822257272928.238,67997578821.811966,,95091745461.1512,46437778247.436844
1383671477903.8027,109401345155.64272,898736537218.9791,71837204504.30635,238998365734.9457,268673260585.93066,8876924243947.408,69628157768.2434,,94841442955.88301,47890055445.65319
1425772642572.242,103711448198.6723,904669684822.5319,69994588950.27773,236568990338.61694,268529190113.06372,8944790100645.36,69144336045.29027,,94927469327.46971,46822719385.01971
1451312925040.0037,98409486598.92969,910689857359.3784,67157805711.87685,235608312948.71298,271896371577.87326,9276566011015.992,68641790247.63668,,94778869700.48349,44311862087.75959
1402255209497.6584,89874636114.86191,872164829454.8585,61553946654.63329,219872354344.1661,259435965693.4646,8778428526139.552,66380374214.45229,,93941822009.05084,40401227229.9304
1395161560242.4346,93754131048.28014,877967439658.4705,63238270424.52779,222997450325.04517,258463555002.32748,8847705575098.562,66000796674.440544,,92103516878.19484,41267332745.528175
1410324607757.2007,93624795702.34752,882111362217.3741,64112106401.611015,224433015392.25842,254826403902.67908,8904257357699.285,66444530985.73997,,92369476922.81808,41241092963.340935
1433672152599.6565,96599044186.48033,896319841549.6329,64624985238.6079,229998548867.25995,294782516532.1692,9122459057609.646,66337603033.59384,,93597640653.34314,42168446048.866585
1447766100412.3916,93624795702.34752,901538493595.1947,62991312886.287605,229115146099.40335,288048124713.3436,9154034670329.703,66559470189.24356,,93112607829.13078,40794908270.48475
1454892706813.5825,94142066405.50795,892119987933.3837,62649390044.31056,229866034895.13684,290028826490.10376,9252060486394.15,66540759466.628685,,92299098606.91632,41048618379.89494
1466421183390.7896,92460969436.21548,889485824729.2051,61933872981.204834,229744565236.08423,287994101897.1694,9196922126600.736,64744458884.47775,,93754092759.18216,40226240481.736496
1487696443121.1172,91038482575.44252,901998265846.257,61262680656.19912,231864788790.0541,288912403104.5127,9452350899914.143,66035547702.55113,,95185614827.9206,40611185633.973915
1515429630509.342,90521201775.0578,909795150038.6515,62009852820.55047,234515032663.0702,286913703352.0967,9515502868869.672,65011763187.409874,,94708434482.56105,40856143796.44895
1498978326636.6245,84443374509.47171,889641199310.5435,59939281470.57892,227558129157.86066,282754235398.7418,9323693735708.955,64600113937.79708,,94106098142.73235,38931450152.49829
1510040886201.0542,86383096733.12009,895456228104.8542,62028843710.91038,230948217513.53967,293251966371.2528,9441513419199.074,63929167185.91444,,93644575336.72783,39517609791.15319
1476211797875.094,83954254867.63223,844866207542.0483,58628546495.84444,228386328145.08777,293197943555.07855,9252531131652.977,63143272329.13781,,92557215656.35689,38161571891.987114
1469364908976.727,88100129723.66121,866654103531.8694,58888141115.12696,233311380385.61475,292999879155.24384,9351971857555.566,63683244022.71635,,93136117847.33864,38773979342.138374
1512365117819.9124,88488822372.7108,878234581556.098,59559333440.132675,234227933877.40604,295628796947.6823,9590905741347.58,64199150807.35611,,93699334047.955,39123912691.980606
1578082503353.2568,87322764620.01064,893412279753.2764,59052775856.6413,237165294320.8094,294044252859.79816,9646988365720.312,65827050435.277985,,93628917797.37279,38240307297.167076
1584441559573.254,88359244693.39522,909975361801.3875,59244605553.15102,244332075343.8051,295070657477.9031,9720507170132.086,65864471880.50774,,93253430846.62509,38564000864.82207
1675847283788.474,90691309712.67407,929234794805.5732,60740740451.51622,248075546148.29456,300508530597.7523,9929751739816.428,66014162112.12191,,93003137825.02701,38835214868.10258
1644644060249.788,87581919978.6418,922699013758.7211,59027214118.216866,247943014391.4483,300256414492.5368,9814289743712.938,65950000890.13904,,99308156741.97284,37829122362.74241
1689042187426.4636,88877515021.76038,929421168464.4574,59653794128.78284,244619138560.02298,304541954943.10266,10030132269205.836,67700868775.70276,,97344657681.96724,37741635010.62729
1744694761712.867,85249834764.91437,938733973907.7253,58362272509.1239,245093990667.886,299716244109.207,10100354326259.582,67358717131.61596,,99933965165.32895,36184374595.73463
1754216867469.8794,86674987292.89993,957838032330.5728,61552736663.618935,249511129000.23096,294152298492.1467,10069721491088.01,69392929625.60751,,102225988041.68721,37312954211.641426
1701590327986.7517,86804544777.76694,938951441442.5576,62435091411.520744,249367570715.03732,291847459818.34094,9758680738660.7,68494770433.141655,,101318562034.3528,37321702143.92203
1690626472565.065,89136619894.27008,944691958692.6757,62793134806.42901,257439807562.5844,295088684342.7655,9819004374970.775,70181472646.02731,,103266384587.66313,38555256947.19602
1649440746996.7761,92505154889.70921,940380337760.1372,63764990907.61271,262409072624.83975,297915666535.0387,9804393553515.52,69232539922.73593,,103258589010.831,39045185316.109764
1644523440441.4534,91339127428.68193,943089107306.9108,63944015318.05118,263800424870.32462,297105353181.6309,9610228963514.426,71739879119.11841,,103415022149.3298,38738971554.39774
1623730492649.308,91598242398.41592,941566929361.4868,62761170424.968956,267897349262.51703,298833967742.382,9561217914270.744,73611053746.59521,,103055192737.93716,38074076510.56288
1752484526117.1638,89007052312.17879,972736170039.4249,62211308185.48832,265379583792.1778,300778615789.41724,9972167807313.22,73330366203.20094,,102843981920.87096,37181723183.46875
1720387946439.0767,91209569943.81493,968200824877.5037,63560383054.875114,269443286321.54294,297645523564.96075,9837854721332.545,73864979259.76038,,103516715543.94167,39062681180.67097
1699348238290.0742,91468705107.99751,974457045436.0295,63100038446.58239,270923046425.7614,296817212235.8971,9979236408380.604,74958261380.42761,,103774880011.73277,38152815930.3974
1637205113790.1213,91209569943.81493,941647697600.2301,63285454648.11913,271629740184.48965,290839082065.09845,9545192182977.344,75105303448.39864,,102976952459.51248,38231563379.54103
1649462662662.3682,88877515021.76038,939280676293.6791,62837893622.022964,269520632082.48288,287273778422.0412,9486754845279.652,74912828683.84041,,102664038764.1643,37995341105.38293
1674844014730.798,86934102262.63394,950668618762.8752,61955549726.058495,272601497456.91043,289002421871.99884,9606928498579.314,74212485090.17108,,102640585647.97713,38555256947.19602
1644759159317.9358,89266177379.13708,932117424622.1299,62224086341.7162,269112028068.31985,292873806658.03284,9520686658355.502,74856696515.99579,,103070812342.61176,38100328336.7138
1662959199468.7734,85379402347.00566,945586571215.0002,63733015674.21531,270227308056.48798,291253266618.83685,9616826919322.982,75230928771.07404,,102233812069.52968,38520261203.41907
1673018489975.527,81103949811.66109,951445207274.3601,62032267497.14383,267256832458.5962,275497671172.2424,9609286185965.941,75471488846.55783,,101787908868.19977,36630551259.28169
1734854627862.034,78642322258.90309,921319791803.9366,61789314323.785255,270669080579.30884,270617966411.3789,9661597700144.734,75033113172.27751,,101224683183.91328,36814277910.44708
1705915576980.7747,79160567344.20753,916032790110.3303,61444049085.104866,269785588887.83655,275209588004.9215,10204976611101.754,74201790069.60887,,101146461872.82883,36962996773.87184
1720683891572.148,79549239798.80852,910143060175.0223,61092392055.32621,269277657194.9314,278828885574.94653,10051813178759.309,76195892898.47073,,102976952459.51248,38030340863.81444
1756974226250.7058,82917779842.8598,915510830107.372,62153760361.72914,274158549967.8994,277910497699.9837,10035318289237.918,75856402770.11269,,101545411423.43382,38362782363.75003
1767921686746.9878,82010862302.95438,931968306735.342,62172946586.96132,272380646764.9463,275281608796.7517,10196023198452.82,75597131972.01402,,101185582012.04117,38179059727.239204
1736378686744.0464,82917779842.8598,928483043475.486,63541196829.64294,270889877917.10358,275371627564.23785,10013638123199.861,76925655587.40276,,101670567417.90297,38004089037.66353
1725798606412.9565,86415892517.61452,929483261417.9514,64346817528.5534,268714468367.22736,275497671172.2424,9814289743712.938,75819008029.05414,,103164691193.05127,38940194070.12434
1688800947809.7937,87193247524.0408,919679589847.6731,66380036510.17136,270381928439.47528,271230186475.74545,9584782148374.934,74255242918.94394,,101850501090.93951,39342635086.92296
1733517103080.2898,87063669844.72522,936019042464.8036,65817385262.5255,274556109668.9919,274687357818.8346,9858591366306.7,76072929091.5241,,103172534188.23396,39333710509.841835
1732848257041.839,85508949734.64836,943368667795.237,65452944650.550285,275229670488.5086,272244659851.56158,9835497777461.334,76022146659.30818,,103565262451.2454,38370217503.990364
1725721817935.8057,86286324935.52322,936708606042.9946,65478517240.91206,274412551383.79828,271575181379.8916,9844921835369.094,74979633618.77126,,104154350103.92754,38539724248.7134
1744574141904.5322,83824692334.15309,943076688716.2119,63752201899.44749,274335241192.30463,274180785582.67627,9909960102937.008,75645235085.72038,,106510795551.35718,38040132606.27997
1815883033476.6802,83436029976.77638,968312686992.1951,62863471638.35342,272623603867.77463,277039661458.9368,9966984761342.807,75661266489.82571,,105811706809.045,37852792766.01291
1787371589017.2017,82658664873.12581,961435252503.5226,63010526241.36316,273021127999.42084,275555882923.36066,9906514652495.623,75471488846.55783,,104005124554.71393,37433494214.727715
1807594394913.639,81233507296.52809,982695121392.6393,62256061575.1136,270889877917.10358,273836975135.997,10137053503716.709,75410006943.0845,,102559841680.64285,36862530043.57262
1800659676057.7466,81751742284.60823,981868858518.3593,62224086341.7162,269774580144.2123,270073375979.45297,10063356255604.906,75490208470.5631,,103392432047.12282,36585972535.076195
1813125674695.8538,85897632286.47365,986702344655.4539,63975985125.479904,274865279296.07394,270543778929.0604,10095008450412.893,75549002154.13647,,103156819746.85823,37665444896.43673
1834521554234.516,85379402347.00566,999140179429.9106,64257294471.39681,276157303862.8167,270833277667.50024,10226338552541.424,75196151038.79225,,102606966037.4298,36469997194.22168
1886797275773.014,83954254867.63223,1026575500638.8099,63355780628.10619,279249266904.4842,270073375979.45297,10447428066330.58,74578697192.50146,,102661961840.40976,35693852057.94639
1863855421686.7468,83954254867.63223,1015361513237.7991,65440150216.41638,277095928196.0259,269548603543.19315,10703950550822.076,74922575706.32532,,107319837964.94884,35452980813.8108
1864842128523.861,85638517316.73965,1021623895692.4733,65708692258.04276,280011200013.2882,266599246672.14227,10814020573123.037,75102570721.5467,,110202541750.56805,36300498478.80776
1891791370805.4875,82140429885.04567,1015268326408.357,64059100113.63219,275781850572.5884,268499145338.293,10654345432760.383,75000489576.47185,,109063590904.78737,35631396076.996735
1918192219561.841,80197047417.5921,1031750640217.7247,64027130306.20346,283732617761.0829,266526908099.04047,10736547010209.38,74452413166.93668,,115928667960.20224,35176423305.31438
1935915301219.5264,83436029976.77638,1073729932304.5548,64992594616.28889,288446814324.0509,270598119526.50632,10943462889608.35,77442559327.767,,115999368720.88782,34962309733.80394
1846313186093.9854,81881309866.69952,1020027301001.2589,64787981337.58262,277606331965.44763,269639113427.18997,10265550068591.871,75381967563.33339,,113532950634.83847,34890941219.73683
1806086898252.1885,83176899861.20595,988466732518.7053,66188223091.56766,274558137127.43,273058902137.05475,10121463472457.547,74503467091.5597,,112189806887.87454,34864171503.14801
1726719566253.2944,79549239798.80852,952029165432.4103,63886467494.292,269403946513.95517,270163828085.03677,9573936488990.28,74661969699.66708,,108749425364.9844,34061268694.247562
1791828332004.7769,79808354768.54253,967293793764.4802,64493877557.53181,278382208297.19415,274976856557.2744,9981628297476.402,75860176959.6411,,109880495280.90195,33856079699.81825
1740572274449.3599,77735424913.44624,951799279306.8792,63828919670.532814,274103666312.2865,264572726613.85684,9701959434544.95,74393316836.0898,,107461230002.64989,33008556012.83945
1708289327966.1614,77087627391.88696,944778983625.9695,64621756787.24672,277295935192.4689,267956346037.17075,9638656531959.81,74726442470.31386,,107374824284.2587,32919350388.573765
1701025706831.2312,79678802332.28767,943884276305.2427,65516884265.40774,278493060476.5316,269602915251.43253,9703848707219.002,75739278275.26659,,107861820228.18425,32705242839.04516
1730167686738.1636,79031014907.95267,957651658671.6886,63477262640.75416,277916710953.70325,271557096736.61615,9863051715291.996,79441348738.67297,,107893239627.26558,32357306779.845234
1687392155291.0862,87452352396.5505,944890750942.2587,63745793830.443184,275821741706.5935,273149440910.2581,9686842279090.861,75317476989.90582,,107029210894.36406,33731183796.53717
1649363958519.6252,91339127428.68193,929129094587.03,63016923458.43011,277539817100.9005,275881550948.3514,9585746487870.504,75094506061.84686,,107366971805.4059,33722263234.1106
1619860286482.8455,89136619894.27008,907049124719.7816,62882652437.61692,272784662320.53894,278957529211.537,9466697029881.023,74395996154.59935,,106267302321.22946,33178064764.88977
1622908236951.7131,82269977272.68837,889137914592.8344,60938940235.24952,264294075430.5476,273547447508.35068,9568266440421.871,74202564490.57343,,107665451354.84348,32500051837.288567
1715289626523.6729,80974392326.7941,910447552643.1484,60273993200.187874,264061291189.35587,271158974581.6975,9798804548127.541,74702266293.99512,,108639424275.35437,31697138991.751728
1644501524775.861,79160567344.20753,879228637602.4152,59295745307.9059,258430523349.8734,271068493586.90723,9476145623797.537,73426136262.48419,,106817137063.31767,30680118596.686287
1655427069606.551,78512769822.64824,887354851444.3335,59244605553.15102,259926894385.50552,269259104804.7533,9598972883619.707,74562572323.79697,,107374824284.2587,30617670645.04575
1696727894242.9875,79324581606.96469,897711482095.1161,59762497985.20292,257987114632.5236,271882764761.6069,9817700248929.734,75712404977.6575,,107822548350.25012,30903148715.96874
1739991258368.4346,80493022304.59732,909863499686.696,61482410683.631874,262753367080.12512,267974430680.4462,9894230290779.49,76335680333.26805,,107806824425.20428,31500866545.094425
1724000518063.4648,79454406668.27538,912851829721.7959,60964518251.57997,262066129808.51306,264645065186.95868,9791245226885.08,76061659931.28127,,107720428190.48322,30581982373.357635
1726110946471.4326,80882517682.97797,913019622893.833,61552736663.618935,263950456794.74158,267829666866.62302,9936276831114.139,74567948763.59688,,109896200238.60756,30626589200.14504
1765871484595.609,81012337695.6765,925749436747.3148,62000308541.65245,257931661865.77014,261080512663.2707,10036900490044.838,75964955226.0063,,112386156793.87509,29556043423.192905
1713102409638.5542,82959743907.00969,906073743958.7137,62588537805.62876,257322037125.94513,262745253188.42746,9740697331274.902,75537777500.84563,,110359619778.63448,29422224950.157978
1753778386862.881,83219409175.46751,923220878963.2772,63911421524.22491,260580874224.84402,265314601437.0417,9938639723108.686,77348525039.61119,,111380764474.28288,30100241892.41374
1699375674695.8538,80103531974.82881,902979808503.473,63253202690.31934,257244477948.32748,260791042814.03735,9727468704979.451,77985232593.33107,,110461749422.0715,29787990090.247368
1751854157964.8672,81921123222.0756,907235593177.0681,64356698217.50922,264859398425.02853,269530547789.1242,9912656833353.69,79822835626.92493,,110665970774.26509,29886130328.230576
1749036405632.2947,86335266181.65762,923164947905.9315,65679565658.19934,263529278981.3179,277745280327.95123,9948087573509.781,80875976927.59608,,111035141600.71814,31456261725.634304
1801717817926.9812,88801987784.07,941361975215.7556,65305282339.04903,265956733627.54745,283861154235.391,10195159977053.932,81378362500.22253,,112150535009.9404,30992362369.54354
1887389333334.3137,88672167771.37146,974867048525.8943,66105477069.285225,266311414361.14716,279536584466.8297,10459238808726.22,82119857221.69803,,113305162362.41637,30894228153.54217
1887773108424.9104,87244066853.89316,976438900834.1134,65034249777.80116,261567339463.30237,271557096736.61615,10528211759879.768,80991481369.3899,,114860436842.44736,30528461006.125504
1843961518069.3477,88542307369.77576,974202322129.1008,64672891116.03293,260325912433.89557,268625853398.04724,10433728794776.303,80768492638.55014,,113061688099.62886,30466011047.157684
1830223741646.2725,89191457919.38992,968641921843.3165,65640851371.70851,254495546646.60236,265586015532.2061,10377039461823.475,80182816755.97728,,113525098155.98567,30733645985.900257
1794075942441.6416,94644211466.68172,977265163708.3934,65505337804.06892,258352875248.64008,264391793513.48276,10377039461823.475,82101021879.6176,,113666499677.35683,30421404220.37028
1758169382853.6802,94644211466.68172,953408387387.1947,64401863980.753746,254794827967.61804,258384543022.52176,10120044845042.318,80475645795.8733,,112284055601.44841,29814759806.83619
1763541564941.4062,95293341821.8473,966653904549.0845,64769684971.21302,258530260077.24777,259813952071.44556,10140360660290.572,80862535828.09634,,113030249733.2073,30064549606.071068
1745961018757.6477,95033711893.67451,989876953551.0355,64124379942.75219,255947598152.16727,255688486714.15332,10147444875181.707,79973269124.63727,,113423006447.2291,29582811132.45445
1741279598373.9646,100226785026.67207,1003557405782.59,66389407158.0718,258485887193.01114,256303711255.99695,10151697783365.72,81206414341.92021,,112755346587.66837,31099413133.316925
1756628929046.2632,99058354426.26373,1019505435796.7028,66989540997.319435,259671914809.83392,257624583556.0615,10215000685950.86,81421329511.66972,,112990996822.6134,30474931609.58425
1758076199451.1248,95812652164.31435,988100147097.0852,65331093672.03247,252710974172.47137,256394192250.78726,9924466832233.914,81308504388.38547,,111663539066.01485,29752311855.19565
1801542325307.0876,92177489864.26935,996679876495.5153,64098552331.86272,249917758910.12534,238661896182.5344,10074221989905.814,81434761709.77907,,112221235770.62598,29279485914.696484
1733813215508.5183,96331982701.22998,942231750556.6826,62298150814.11982,240429591329.7126,237594353334.3588,9574881497085.016,80016253938.86525,,109998320398.37447,28164329296.30239
1760252542151.026,95682842248.8401,973680456924.5447,62704696943.00728,243677259622.47897,239838062447.18875,9671252247831.697,79532685905.53844,,109904052717.46037,29413306395.05869
1664395428393.2605,96331982701.22998,1007086181509.093,63266105643.82673,244231484949.72,236056378647.36926,9564960027363.426,78672989620.97879,,108985056632.58922,29101054592.89232
1647034206160.5798,97630243411.56114,1010204954145.7313,64692245546.29401,253364918442.36362,238173365255.84174,9558345714215.7,80736242901.14116,,110281104473.77655,30323265989.71435
1671116344038.2625,101914546163.99603,1025227277761.5714,66731427667.48498,259472405785.6389,236997242324.99713,9752034454350.05,81692670595.14696,,112150535009.9404,29805839244.40962
1776780467205.737,101914546163.99603,1086683375589.0172,64692245546.29401,260802525229.34952,268861069317.45422,10222558520162.486,78791191184.06294,,111506432586.93808,29645255069.44043
1821096452460.2314,103732127314.01854,1095530341683.477,67338012983.486305,276841482162.0485,263306166022.0317,10548524601066.354,80327900518.06091,,112692517273.17581,29591725672.89918
1815269060249.788,105030428413.24687,1094523867046.461,66441035250.00736,277462222353.8366,258275948495.2495,10568839672799.19,81370288939.1323,,114499109011.17702,29243801657.66293
1723375503356.1982,113209533491.12386,1095300455557.9459,75436645621.6549,285587066412.43463,257534160339.6842,10317041485265.95,81144629791.17337,,112747503592.48567,32946110068.52619
1663776101721.3384,116585035571.3232,1081253512703.1737,75191413541.45314,290453055587.4105,265187893377.28745,9968400414696.367,81660429759.12837,,114334150053.24745,33677036143.19408
1719894593020.5195,115416615068.13914,1088907535703.331,74068590713.84555,287770621365.5094,261930953124.52127,10230118584920.363,83326093535.81029,,116235009472.16273,33329840787.76
1705033095026.5906,113728853930.81519,1087124472554.8302,73158710026.85924,282727282931.372,256493108893.87857,10177679186089.88,82391180502.39447,,116431378345.50352,32187785983.831245
1715191089676.0872,120090408150.34253,1104010627557.9143,73616862543.80756,284933068788.373,258948344776.77704,10228227825215.477,82949965284.57745,,118245841529.69774,32964388790.726086
1716424389574.9011,124244870695.6303,1106719397104.688,75694764377.45804,283159558412.03564,255692848984.3364,10262241424987.174,83551770486.55,,119738239276.88564,34864765672.02251
1718946196774.4023,125672991807.55717,1099742519092.023,74926848734.86499,279479579069.15936,256802252292.74542,10131382711632.885,82326725534.52849,,117326826477.48637,35330722538.57394
1702390668018.7546,126322132259.94705,1085223385395.4896,74371880658.86188,277440080373.5262,254928960585.79068,9997813884584.41,81445523490.76926,,117106919134.9274,33996805386.019203
1708727808573.1597,125413341684.93579,1095871995125.2972,74571919845.97575,280510417191.8543,260821578705.31876,10061284078138.326,80736242901.14116,,119486912535.24533,34170403063.736244
1699068688082.4077,126711602395.26697,1082371754656.4788,73933077146.20596,279401984322.09546,264604533630.2247,9965131920924.178,81187587901.23016,,118010200778.42282,33750116907.429924
1698514941112.1045,130736244927.85619,1077817829007.7104,76062579941.94864,279479579069.15936,260767006994.22076,9951869836434.97,80134473304.7302,,118552183041.65825,35961143743.724304
1709297950468.8677,135669698229.90524,1098953511989.8392,79579524631.57378,283935488097.95154,263531444054.39914,10129488234350.914,80575074326.60982,,118889943952.70007,38354901596.853836
1746032286494.611,136318848779.51941,1100537782888.757,78747072517.5691,280809662943.4237,263258672166.52875,10129964084217.656,82021817307.86348,,119259105295.483,37285935586.47004
1751662270419.5688,135020567874.73965,1114056603844.4226,78224372677.2718,285343166719.2798,268151001510.63724,10194379285866.307,81114899147.2468,,119078450863.51793,36719467828.41925
1736696547542.71,132164376137.00735,1093896396421.764,76069042270.63968,284223671751.7273,264895447939.78354,10139436470627.508,79452226237.73833,,120013170873.43492,34837357625.359055
1765224554222.7502,131774875710.01456,1117107026833.0164,77269315375.1036,286972567484.0061,264731819474.10913,10240798440367.072,80056844279.07639,,119895326788.62218,35175411612.365906
1756151970553.1108,135410048107.28386,1135651964279.2112,78753529420.29147,279254637890.8728,264004331475.76645,10201010699868.617,80229584661.12407,,118230127088.32202,36491058072.02986
1746942372149.7317,137617109489.8506,1134918888234.3733,78237281056.74786,273914312365.00494,262094668257.81522,10147487255560.463,79193115664.66682,,117271859125.51674,36737742535.964584
1733703469885.401,141252271789.89557,1135676801460.609,78947122556.62033,278831859452.36646,269987892817.38898,10153170687406.373,78296977087.82112,,116965508129.88614,38080805071.601105
1731192704166.2744,140992631764.4985,1130389799767.0024,78650273236.42035,277897325605.4797,268114543332.0212,10149855352162.926,79106736572.25258,,116337129631.92964,37368167755.76951
1741767431052.3342,142290892474.82968,1129812003505.1006,78727712661.33936,277296539873.05566,271533812036.16882,10231324566926.389,79549376012.53316,,117389655791.97893,38592456736.325005
1701700073609.8691,147873486229.2686,1108427853910.5938,78114675868.58434,279410432065.5874,287356632666.3128,10031917449721.54,79538587527.37177,,116462797744.58485,39104088327.77611
1700214325318.8535,146964675459.80878,1102960735252.6538,77611341310.48547,279199060631.0574,292812734875.47003,9971290459121.414,79117533958.80437,,115918833394.29602,40209603753.25058
1708398906294.1218,144887423992.7163,1106961701820.9177,77153172515.63112,277474564951.6965,291066729012.3997,10101069588090.53,79678953552.5449,,115887300191.17334,40017743411.95187
1730628083010.754,140603141434.73,1093473879942.7981,76340069405.91885,275471951771.8576,287192859754.60583,10145592034763.076,79409036691.53122,,114823042731.19542,38574173999.47055
1735095867478.7039,144238313831.9993,1098263853613.2458,77643593268.28526,279988969109.36206,304507056781.6382,10142278186550.463,80877365544.49805,,114767847771.1431,39323372774.3565
1776670888877.7766,141901392047.83688,1095300455557.9459,77869460066.28859,278286757688.09674,312909511384.36926,10386207006912.443,80369959587.68759,,114649576921.17531,39926373888.87974
1773995672019.131,141252271789.89557,1085919205668.2312,77224138759.92174,285518435165.83374,313964371870.8868,10392839164430.172,81039317441.38434,,115177788895.40799,39725376193.808365
1755121432384.8127,140505299331.35837,1075425970519.7618,76843425667.89243,286675491468.6599,311727336164.76074,10353525786767.625,80445514589.37886,,115059546496.45053,39040134880.676544
1757604761698.1597,139985393252.6582,1080619785383.9261,79727946578.68942,282781508552.22876,306962263775.3302,10542985411211.299,80326743337.30928,,115075308356.17682,38327489535.53583
1757791128503.2708,137905738646.1847,1070760277554.7043,78514759668.78075,281991600073.9241,303215767029.0402,10606929967601.123,80661453419.02405,,113679928554.23553,37678801652.14924
1746142032117.7288,141155186978.34573,1076277165373.8418,80708815213.84106,283816188175.12213,300960531122.8127,10468622716801.475,80251170532.83722,,112907350852.22482,38163041255.55513
1739245791147.9902,138425644724.88486,1080296712428.9529,80353891750.9205,285507301929.1475,303106710274.4638,10550564063854.596,80952965053.1413,,113128083274.08356,38007710256.07431
1800243111116.3403,138295683351.04626,1103432831296.0125,80883048493.94017,289289988048.1627,302815622629.6659,10655240625322.193,81503569457.54927,,114484029975.6988,38135633208.89168
1821096452460.2314,137255881290.87022,1092641360373.9675,80670100927.35023,288622474034.5139,302961195341.27136,10616875229816.049,81330846878.28238,,113758785271.2175,37706213713.46725
1801279170024.8257,139205524037.3837,1080712972213.3682,80895956873.41623,291237041752.9093,303743226161.50555,10499884566015.646,81957032988.55281,,113664176178.17937,38007710256.07431
1785425444453.5955,140375307665.8469,1088391927193.3253,81999436122.70007,293172944436.2465,307071436086.73267,10534934626278.344,83295828808.45988,,113640533388.58994,37660526944.603905
1746887499338.1729,136086067370.73413,1073705095123.1572,81225069003.35335,287943826784.17896,300996989301.42865,10310897073861.633,80132408182.15805,,115516773199.89427,37916352776.96585
1764363987934.1584,139985393252.6582,1081582747554.2952,81667035855.74635,292460879691.1297,302488307919.90405,10320843079591.975,80726228836.94432,,114901870997.16705,39743646886.69914
1720437298510.448,147654053350.9949,1078085065703.7402,85501784956.59146,302062318173.22705,298850896817.39703,10053232549689.953,84677778569.01248,,115619263222.79555,40757800818.41059
